--- seqs per file 30000
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', 'x', '-')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', 'x', 'x')"
RBP11,0.05308755539407031,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', '+', '+')"
RBP11,-0.046642351950130174,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', '+', '-')"
RBP11,-0.04664235195013023,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', '+', 'x')"
RBP11,-0.025161090864942497,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', '-', '+')"
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', '-', '-')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', '-', 'x')"
RBP11,-0.025161090864942514,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', 'x', '+')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', 'x', '-')"
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', 'x', 'x', 'x')"
RBP11,0.050900338381213876,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', '+', '+')"
RBP11,-0.042314523614960166,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', '+', '-')"
RBP11,-0.04231452361496014,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', '+', 'x')"
RBP11,-0.021838831909050668,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', '-', '+')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', '-', '-')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', '-', 'x')"
RBP11,-0.021838831909050643,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', 'x', '+')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', 'x', '-')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '+', 'x', 'x')"
RBP11,0.05217260731914657,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', '+', '+')"
RBP11,-0.027300757329387703,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', '+', '-')"
RBP11,-0.027300757329387703,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', '+', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', '-', '+')"
RBP11,-0.07605820734739985,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', '-', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', '-', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', 'x', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', 'x', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', '-', 'x', 'x')"
RBP11,0.052172607319146656,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', '+', '+')"
RBP11,-0.027300757329387734,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', '+', '-')"
RBP11,-0.027300757329387772,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', '+', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', '-', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', '-', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', '-', 'x')"
RBP11,-0.008682000006651544,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', 'x', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', 'x', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '-', 'x', 'x', 'x')"
RBP11,0.050900338381213855,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', '+', '+')"
RBP11,-0.04231452361496011,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', '+', '-')"
RBP11,-0.04231452361496004,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', '+', 'x')"
RBP11,-0.02183883190905064,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', '-', '+')"
RBP11,-0.09232906137076892,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', '-', '-')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', '-', 'x')"
RBP11,-0.021838831909050654,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', 'x', '+')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', 'x', '-')"
RBP11,-0.09232906137076895,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '+', 'x', 'x')"
RBP11,0.052172607319146656,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', '+', '+')"
RBP11,-0.027300757329387734,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', '+', '-')"
RBP11,-0.027300757329387772,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', '+', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', '-', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', '-', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', '-', 'x')"
RBP11,-0.008682000006651544,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', 'x', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', 'x', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', '-', 'x', 'x')"
RBP11,0.05217260731914658,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', '+', '+')"
RBP11,-0.027300757329387772,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', '+', '-')"
RBP11,-0.02730075732938776,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', '+', 'x')"
RBP11,-0.008682000006651544,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', '-', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', '-', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', '-', 'x')"
RBP11,-0.008682000006651518,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', 'x', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', 'x', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', 'x', 'x', 'x', 'x')"
RBP11,0.05173045104304529,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', '+', '+')"
RBP11,-0.09823971615096969,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', '+', '-')"
RBP11,-0.09823971615096963,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', '+', 'x')"
RBP11,-0.08132082466890965,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', '-', '+')"
RBP11,-0.13543672074524724,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', '-', '-')"
RBP11,-0.13543672074524726,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', '-', 'x')"
RBP11,-0.08132082466890977,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', 'x', '+')"
RBP11,-0.13543672074524726,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', 'x', '-')"
RBP11,-0.13543672074524735,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '+', 'x', 'x')"
RBP11,0.05366563767468204,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', '+', '+')"
RBP11,-0.07132506496737878,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', '+', '-')"
RBP11,-0.07132506496737877,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', '+', 'x')"
RBP11,-0.04927391647090827,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', '-', '+')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', '-', '-')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', '-', 'x')"
RBP11,-0.04927391647090822,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', 'x', '+')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', 'x', '-')"
RBP11,-0.11821191381872063,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', '-', 'x', 'x')"
RBP11,0.05366563767468203,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', '+', '+')"
RBP11,-0.07132506496737875,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', '+', '-')"
RBP11,-0.07132506496737875,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', '+', 'x')"
RBP11,-0.04927391647090822,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', '-', '+')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', '-', '-')"
RBP11,-0.11821191381872063,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', '-', 'x')"
RBP11,-0.049273916470908154,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', 'x', '+')"
RBP11,-0.11821191381872063,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', 'x', '-')"
RBP11,-0.11821191381872062,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '+', 'x', 'x', 'x')"
RBP11,0.050653108674864396,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', '+', '+')"
RBP11,-0.06478265604296785,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', '+', '-')"
RBP11,-0.06478265604296791,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', '+', 'x')"
RBP11,-0.0431595705730283,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', '-', '+')"
RBP11,-0.11245134606434443,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', '-', '-')"
RBP11,-0.11245134606434451,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', '-', 'x')"
RBP11,-0.04315957057302842,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', 'x', '+')"
RBP11,-0.11245134606434451,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', 'x', '-')"
RBP11,-0.11245134606434451,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '+', 'x', 'x')"
RBP11,0.05233091559366184,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', '+', '+')"
RBP11,-0.044576857794262216,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', '+', '-')"
RBP11,-0.0445768577942622,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', '+', 'x')"
RBP11,-0.023594117566827222,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', '-', '+')"
RBP11,-0.09475958282029015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', '-', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', '-', 'x')"
RBP11,-0.02359411756682715,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', 'x', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', 'x', '-')"
RBP11,-0.09475958282029011,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', '-', 'x', 'x')"
RBP11,0.052330915593661896,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', '+', '+')"
RBP11,-0.044576857794262195,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', '+', '-')"
RBP11,-0.04457685779426222,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', '+', 'x')"
RBP11,-0.023594117566827177,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', '-', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', '-', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', '-', 'x')"
RBP11,-0.02359411756682721,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', 'x', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', 'x', '-')"
RBP11,-0.09475958282029012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', '-', 'x', 'x', 'x')"
RBP11,0.05065310867486438,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', '+', '+')"
RBP11,-0.06478265604296786,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', '+', '-')"
RBP11,-0.06478265604296787,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', '+', 'x')"
RBP11,-0.0431595705730284,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', '-', '+')"
RBP11,-0.11245134606434441,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', '-', '-')"
RBP11,-0.11245134606434451,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', '-', 'x')"
RBP11,-0.043159570573028425,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', 'x', '+')"
RBP11,-0.11245134606434447,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', 'x', '-')"
RBP11,-0.11245134606434452,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '+', 'x', 'x')"
RBP11,0.052330915593661896,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', '+', '+')"
RBP11,-0.044576857794262195,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', '+', '-')"
RBP11,-0.04457685779426222,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', '+', 'x')"
RBP11,-0.023594117566827173,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', '-', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', '-', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', '-', 'x')"
RBP11,-0.0235941175668272,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', 'x', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', 'x', '-')"
RBP11,-0.09475958282029012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', '-', 'x', 'x')"
RBP11,0.052330915593661875,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', '+', '+')"
RBP11,-0.04457685779426217,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', '+', '-')"
RBP11,-0.044576857794262244,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', '+', 'x')"
RBP11,-0.0235941175668272,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', '-', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', '-', '-')"
RBP11,-0.09475958282029012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', '-', 'x')"
RBP11,-0.02359411756682719,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', 'x', '+')"
RBP11,-0.09475958282029012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', 'x', '-')"
RBP11,-0.09475958282029015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '+', 'x', 'x', 'x', 'x')"
RBP11,0.051659954464562716,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', '+', '+')"
RBP11,-0.06792903603479164,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', '+', '-')"
RBP11,-0.06792903603479164,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', '+', 'x')"
RBP11,-0.04598121546373426,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', '-', '+')"
RBP11,-0.11579476016401721,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', '-', '-')"
RBP11,-0.11579476016401742,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', '-', 'x')"
RBP11,-0.04598121546373419,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', 'x', '+')"
RBP11,-0.11579476016401744,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', 'x', '-')"
RBP11,-0.11579476016401737,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '+', 'x', 'x')"
RBP11,0.05308755539407042,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '-', '+', '+')"
RBP11,-0.04664235195013018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '-', '+', '-')"
RBP11,-0.04664235195013017,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '-', '+', 'x')"
RBP11,-0.025161090864942517,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '-', '-', '+')"
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', 'x', '-', '+', '-', '-', '-')"
